search_query_original,rawg_id,name,slug,background_image,released,rating
Age of Empire,52336,Age of Empires: Definitive Edition,age-of-empires-definitive-edition,https://media.rawg.io/media/screenshots/ee2/ee26304beaa6cda35c53604868164cca.jpg,2018-02-20,4.05
Age of Empire,326253,Age of Empires II: Definitive Edition,age-of-empires-2-definitive-edition,https://media.rawg.io/media/games/945/9455733af10406794b0c1b8d117bca76.jpg,2019-11-14,4.29
Age of Empire,24993,Age of Empires: The Age of Kings,age-of-empires-the-age-of-kings,https://media.rawg.io/media/screenshots/fe3/fe3d13408ed6b4c32e28ff7c007034b1.jpg,2006-02-14,3.62
Age of Empire,25746,Age of Empires: Mythologies,age-of-empires-mythologies,https://media.rawg.io/media/screenshots/dde/dde3a47a0aa006380b45bec8d0bb6862.jpg,2008-11-24,3.73
Age of Empire,36514,Age of Empires III,age-of-empires-iii,https://media.rawg.io/media/screenshots/27d/27daaa55b3833db3f236ab86e171c0df.jpg,2005-10-18,4.04
Age of Empire,40430,Age of Empires Online,age-of-empires-online,https://media.rawg.io/media/screenshots/c3a/c3ab5cda609bd9df77f2c257b353213e.jpg,2011-08-16,2.6
Age of Empire,58618,Age of Empires IV,age-of-empires-iv,https://media.rawg.io/media/games/23e/23e45acbf29bd241913ddcf5cf4053d5.jpg,2021-10-28,3.88
Age of Empire,41856,Age of Empires II: Forgotten Empires,age-of-empires-ii-forgotten-empires,https://media.rawg.io/media/screenshots/280/2809b7565f08ab8c5a5b6a46f2532ae6.jpg,2012-12-29,4.0
Age of Empire,9904,Age of Empires II HD,age-of-empires-ii-hd,https://media.rawg.io/media/games/c07/c07e1c1e6908a2eeebd5dad0708abd01.jpg,2013-04-09,4.2
Age of Empire,758591,Ozymandias: Bronze Age Empire Sim,ozymandias-bronze-age-empire-sim,https://media.rawg.io/media/games/563/5636a7ebb60830858bbe32c3cb51a25a.jpg,2022-10-11,0.0
Age of Empire,380950,Empire: Age of Knights,empire-age-of-knights,https://media.rawg.io/media/screenshots/d28/d287ac77c1f37ca1e361ea9e25a80069_pMvhX1Y.jpg,2019-10-09,0.0
Civilization,52803,Civilization,civilization,https://media.rawg.io/media/screenshots/05f/05f21409dac9ce60809bc1bce40d657a.jpg,1991-01-01,4.35
Civilization,32062,Sid Meier's Civilization,sid-meiers-civilization,https://media.rawg.io/media/games/f80/f809fd527c94191fbe32b2617773d728.jpg,1991-08-30,4.27
Civilization,13779,Civilization IV: Warlords,civilization-iv-warlords,https://media.rawg.io/media/screenshots/4f2/4f24c59ac7ba91590d7394acac0bfae8.jpg,2006-07-26,3.69
Civilization,13778,Civilization IV: Beyond the Sword,civilization-iv-beyond-the-sword,https://media.rawg.io/media/screenshots/740/7400097027269944f4fd3ee597cb93d8.jpg,2007-06-24,3.75
Civilization,52801,Civilization II,civilization-ii,https://media.rawg.io/media/screenshots/267/2676723d64a0ce1696da32980bd1abe9.jpg,1996-02-29,4.33
Civilization,34450,Civilization 2: Conflicts in Civilization,civilization-2-conflicts-in-civilization,https://media.rawg.io/media/screenshots/145/145f3bf9e2d6372763b553547cc3aa79.jpg,1997-01-01,0.0
Civilization,25521,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,https://media.rawg.io/media/games/64d/64d5dd97ccf536fdde562ce9ced5a141.jpg,2008-06-13,3.53
Civilization,10297,Sid Meier’s Civilization VI,civilization-vi,https://media.rawg.io/media/games/997/997ab4d67e96fb20a4092383477d4463.jpg,2016-10-20,4.16
Civilization,13633,Sid Meier's Civilization V,civilization-v,https://media.rawg.io/media/games/55e/55ee6432ac2bf224610fa17e4c652107.jpg,2010-09-21,4.29
Civilization,32060,Sid Meier's Civilization 2,sid-meiers-civilization-2,https://media.rawg.io/media/screenshots/1d0/1d05c811684f86d9b382814109385073.jpg,1996-02-29,4.23
Civilization,983201,Sid Meier’s Civilization VII,sid-meiers-civilization-vii,https://media.rawg.io/media/screenshots/885/885f2a1740d363f9b7a52fd2043eed07.jpg,2025-02-10,3.44
Civilization,13777,Sid Meier's Civilization IV: Colonization,sid-meiers-civilization-iv-colonization,https://media.rawg.io/media/screenshots/31d/31d70d348acf9924a218ddcb80c171be.jpg,2008-09-22,3.62
Civilization,13780,Sid Meier's Civilization IV,sid-meiers-civilization-iv,https://media.rawg.io/media/screenshots/85c/85c91c5064d2cdd56a949c8008868318.jpg,2005-10-25,4.11
Civilization,35155,Civilization 3: Conquests,civilization-3-conquests,https://media.rawg.io/media/screenshots/d0a/d0a700954a1d9a44dc410c6e2d453772.jpg,2003-11-04,4.33
Civilization,13694,Sid Meier's Civilization: Beyond Earth,sid-meiers-civilization-beyond-earth,https://media.rawg.io/media/games/f1c/f1c816c29db3b394d915101eaa09808a.jpg,2014-10-23,3.55
Civilization,80349,Civilization: Beyond Earth,civilization-beyond-earth,https://media.rawg.io/media/screenshots/40c/40c7544b5a7b359a434a8f662ad5c718.jpg,2014-11-26,0.0
Civilization,17380,Sid Meier's Civilization III Complete,sid-meiers-civilization-iii-complete,https://media.rawg.io/media/games/054/0549f1a0a5e782d4e81cdf8d022073fa.jpg,2001-10-29,3.71
Civilization,16191,Galactic Civilizations II: Ultimate Edition,galactic-civilizations-ii-ultimate-edition,https://media.rawg.io/media/games/3d8/3d8e76154123ef352d8d3216da061a2d.jpg,2011-12-02,2.65
Civilization,17042,Lost Civilization,lost-civilization,https://media.rawg.io/media/screenshots/2ee/2eeb7ca2441db2e01c7b12b124b4d254.jpg,2014-04-15,0.0
Civilization,16192,Galactic Civilizations I: Ultimate Edition,galactic-civilizations-i-ultimate-edition,https://media.rawg.io/media/screenshots/39c/39c349127d69ef1b79d5819404ebd532.jpg,2012-08-14,2.88
Fallout,13554,Fallout,fallout-a-post-nuclear-role-playing-game,https://media.rawg.io/media/games/14a/14a83c56ff668baaced6e8c8704b6391.jpg,1997-09-30,4.21
Fallout,132026,Fallout (itch),fallout,https://media.rawg.io/media/screenshots/db0/db0f4370a65a6edf37292819fc80e2f2.jpg,2018-08-21,0.0
Fallout,1015797,Fallout 4 - Creations Bundle,fallout-4-creations-bundle,https://media.rawg.io/media/screenshots/96f/96f4f3a7e7073a0cafb2f327461402d5.jpg,2025-11-10,0.0
Fallout,985992,Fallout: London,fallout-london,https://media.rawg.io/media/screenshots/f68/f68b50c69364afcd040c336b68126a3a.jpg,N/A,3.0
Fallout,58585,Fallout 76,fallout-76,https://media.rawg.io/media/games/151/151e79f397328419c64aabe93d9d5a31.jpg,2018-11-14,2.85
Fallout,5563,Fallout: New Vegas,fallout-new-vegas,https://media.rawg.io/media/games/995/9951d9d55323d08967640f7b9ab3e342.jpg,2010-10-19,4.43
Fallout,43623,Fallout 4: Automatron,fallout-4-automatron,https://media.rawg.io/media/games/2a2/2a2f11cfbd5903ab5e995049884578cb.jpg,2016-03-22,3.5
Fallout,19299,Fallout 2,fallout-2-a-post-nuclear-role-playing-game,https://media.rawg.io/media/games/218/218167ff4011acc825c844d0070940a0.jpg,1998-09-30,4.34
Fallout,39109,Fallout 3: The Pitt,fallout-3-the-pitt,https://media.rawg.io/media/screenshots/5a6/5a63022f15130f18ac58621070e375cd.jpg,2009-03-24,3.86
Fallout,43736,Fallout 4: Nuka-World,fallout-4-nuka-world,https://media.rawg.io/media/games/1eb/1eb2a09e01ae414572ad7a131013be3a.jpg,2016-08-30,3.47
Fallout,19284,Fallout Tactics: Brotherhood of Steel,fallout-tactics-brotherhood-of-steel,https://media.rawg.io/media/games/27c/27c86ebfba2281ebe3ea8ca6c9e752f1.jpg,2001-03-01,3.37
Fallout,289929,Fallout 4 - Far Harbor,fallout-4-far-harbor,https://media.rawg.io/media/games/ddc/ddc628285975634af34ccff2bf7cc9de.jpeg,2016-05-19,4.14
Fallout,39502,Fallout 3: Point Lookout,fallout-3-point-lookout,https://media.rawg.io/media/games/9a9/9a97bc28759cf0c014e7df3ff66ad385.jpg,2009-06-23,4.01
Fallout,39108,Fallout 3: Operation Anchorage,fallout-3-operation-anchorage,https://media.rawg.io/media/games/eca/ecafb7c1bbaaea68ea32a07fa0dfda15.jpg,2009-01-27,3.59
Fallout,39503,Fallout 3: Mothership Zeta,fallout-3-mothership-zeta,https://media.rawg.io/media/games/2f5/2f5d6ebaa61bd3a12ad40780d5d0b1c6.jpg,2009-08-03,3.41
Fallout,39110,Fallout 3: Broken Steel,fallout-3-broken-steel,https://media.rawg.io/media/screenshots/af0/af0493df6c5ddb56aed3c23056b5d619.jpg,2009-05-05,3.83
Fallout,40588,Fallout: New Vegas - Dead Money,fallout-new-vegas-dead-money,https://media.rawg.io/media/screenshots/5b7/5b72c2005333c693465d9b505c12266c.jpg,2010-12-21,4.04
Fallout,40877,Fallout: New Vegas - Lonesome Road,fallout-new-vegas-lonesome-road,https://media.rawg.io/media/screenshots/8b2/8b2b2f6b99adbb4cc6de8dd083ccdec9.jpg,2011-09-20,4.07
Fallout,43422,Fallout: New Vegas - Ultimate Edition,fallout-new-vegas-ultimate-edition,https://media.rawg.io/media/games/c35/c35f178598d2d2dab91f8e8e6a6478e2.jpg,2012-02-07,4.48
Fallout,40876,Fallout: New Vegas - Old World Blues,fallout-new-vegas-old-world-blues,https://media.rawg.io/media/screenshots/771/7711bf96b2a5128b70c6f83125c5093a.jpg,2011-07-19,4.28
Elder Scrolls,332,The Elder Scrolls: Legends,the-elder-scrolls-legends,https://media.rawg.io/media/games/431/4317e294e88e4c9d77327693b15f499a.jpg,2017-03-22,3.2
Elder Scrolls,71560,The Elder Scrolls: Blades,the-elder-scrolls-blades,https://media.rawg.io/media/games/429/42939f939972728c1b61a8eafda79507.jpg,2018-12-01,2.54
Elder Scrolls,29658,The Elder Scrolls: Arena,the-elder-scrolls-arena,https://media.rawg.io/media/games/ef8/ef823f3c46ff1e00803888b5c4476e10.jpg,1994-02-28,2.88
Elder Scrolls,284660,The Elder Scrolls Online: Elsweyr,the-elder-scroll-online-elsweyr,https://media.rawg.io/media/games/8fd/8fdc7843cffc863950cf5f859ea73aa4.jpg,2019-06-04,3.22
Elder Scrolls,23051,The Elder Scrolls Adventures: Redguard,the-elder-scrolls-adventures-redguard,https://media.rawg.io/media/games/ca3/ca33d086330031d9ad4e8e79a7943d7e.jpg,1998-10-31,3.17
Elder Scrolls,35,The Elder Scrolls Online: Morrowind,the-elder-scrolls-online-morrowind,https://media.rawg.io/media/games/f1e/f1e03ded3466a74a04505ad09f5025e3.jpg,2017-06-06,3.79
Elder Scrolls,23052,An Elder Scrolls Legend: Battlespire,elder-scrolls-legend-battlespire-an,https://media.rawg.io/media/games/7d4/7d44a49b6d822c915f98023db33e4ad4.jpg,1997-01-01,2.43
Elder Scrolls,5679,The Elder Scrolls V: Skyrim,the-elder-scrolls-v-skyrim,https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg,2011-11-11,4.42
Elder Scrolls,41646,The Elder Scrolls V: Skyrim - Hearthfire,the-elder-scrolls-v-skyrim-hearthfire,https://media.rawg.io/media/games/467/467b4e57229a616e7a24b2ed41429f53.jpg,2012-09-04,3.62
Elder Scrolls,31771,The Elder Scrolls II: Daggerfall,the-elder-scrolls-chapter-two-daggerfall,https://media.rawg.io/media/games/522/522f66c5f8542a945b9e2b1942f1ad63.jpg,1996-08-30,3.25
Elder Scrolls,5678,The Elder Scrolls IV: Oblivion,the-elder-scrolls-iv-oblivion,https://media.rawg.io/media/games/615/61503312a95d451198d80d9bae275f79.jpg,2006-03-20,4.34
Elder Scrolls,41456,The Elder Scrolls V: Skyrim - Dawnguard,the-elder-scrolls-v-skyrim-dawnguard,https://media.rawg.io/media/games/41b/41bdc2174dce7d9c47e2bf4ee7ecb80a.jpg,2012-06-26,4.12
Elder Scrolls,29653,The Elder Scrolls 3: Tribunal,the-elder-scrolls-3-tribunal,https://media.rawg.io/media/games/ef7/ef74d31932dcb719a1a2d549900dda44.jpg,2002-11-06,4.47
Elder Scrolls,34887,The Elder Scrolls 3: Bloodmoon,the-elder-scrolls-3-bloodmoon,https://media.rawg.io/media/screenshots/bcc/bcc92372ddbcc0183fc9112296b8df49.jpg,2003-06-03,4.31
Elder Scrolls,13820,The Elder Scrolls III: Morrowind,morrowind,https://media.rawg.io/media/games/ccf/ccf26f6e3d553a04f0033a8107a521b8.jpg,2002-05-01,4.37
Elder Scrolls,41738,The Elder Scrolls V: Skyrim - Dragonborn,the-elder-scrolls-v-skyrim-dragonborn,https://media.rawg.io/media/games/d90/d90621c887994083b5a7a2509d974b71.jpg,2012-12-04,4.18
Elder Scrolls,29203,The Elder Scrolls V: Skyrim VR,the-elder-scrolls-v-skyrim-vr,https://media.rawg.io/media/games/291/2919a3b400ace62dd5c1d145d6ee97d5.jpg,2017-12-31,3.64
Elder Scrolls,3300,The Elder Scrolls Online: Tamriel Unlimited,the-elder-scrolls-online-tamriel-unlimited,https://media.rawg.io/media/games/596/596a48ef3b62b63b4cc59633e28be903.jpg,2015-03-17,3.48
Elder Scrolls,42180,The Elder Scrolls V: Skyrim Legendary Edition,the-elder-scrolls-v-skyrim-legendary-edition,https://media.rawg.io/media/games/6db/6db2d022f77b1c99116bbf6750ec2c7d.jpg,2013-06-04,4.59
Elder Scrolls,12447,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,https://media.rawg.io/media/games/62c/62c7c8b28a27b83680b22fb9d33fc619.jpg,2016-10-27,4.45
Xenoblade,23875,Xenoblade Chronicles,xenoblade-chronicles,https://media.rawg.io/media/screenshots/5ad/5ad4f07b3aa8a23f64378f0da28930b8.jpg,2010-06-10,4.37
Xenoblade,371831,Xenoblade Chronicles: Definitive Edition,xenoblade-chronicles-definitive-edition,https://media.rawg.io/media/games/773/7739920af75d01f6a3b7e76a21d1633a.jpg,2020-05-29,4.31
Xenoblade,58824,Xenoblade Chronicles 2: Torna ~ The Golden Country,xenoblade-chronicles-2-torna-the-golden-country,https://media.rawg.io/media/screenshots/35b/35b514c99b084d6b14ceb37181113645.jpg,2018-09-14,4.37
Xenoblade,27946,Xenoblade Chronicles 3D,xenoblade-chronicles-3d,https://media.rawg.io/media/screenshots/0af/0afb5a63d17c9ea21a8aa93b88cdb1fd.jpg,2015-04-10,4.15
Xenoblade,43753,Xenoblade Chronicles 2,xenoblade-chronicles-2,https://media.rawg.io/media/games/a9a/a9a6055569c986a04d066b310ea57ebb.jpg,2017-11-30,4.27
Xenoblade,23756,Xenoblade Chronicles X,xenoblade-chronicles-x,https://media.rawg.io/media/screenshots/db8/db83a83c7fc09dca7d5357ed28d167dd.jpg,2015-12-04,4.3
Xenoblade,736257,Xenoblade Chronicles 3,xenoblade-chronicles-3,https://media.rawg.io/media/games/ae7/ae7cfc9a66232839112663899d2c8d8d.jpg,2022-07-29,4.33
Xenoblade,1018133,Xenoblade Genesis,xenoblade-genesis,https://media.rawg.io/media/screenshots/0df/0df09abc638e126e010f34f0dcb3c00a.jpg,N/A,0.0
Xenoblade,825661,Dr. Dyle Xenoblade Fan Version,dr-dyle-xenoblade-fan-version,https://media.rawg.io/media/screenshots/cfb/cfbf5b8a17a99a73933dd2593bd16fbe.jpg,2022-07-24,0.0
Xenoblade,205088,Xenoblade Chronicles Maze Game,xenoblade-chronicles-maze-game,https://media.rawg.io/media/screenshots/515/515c8db969f77fa84b9f5e47aa67bb8e.jpg,2016-11-30,0.0
Xenoblade,850944,Pitch Demo: Xenoblade Chronicles 4,pitch-demo-xenoblade-chronicles-4,https://media.rawg.io/media/screenshots/b2f/b2f8070f970c8905c8eefc6b233cf599.jpg,2022-09-15,0.0
Xenoblade,37707,XenoBlast,xenoblast,https://media.rawg.io/media/screenshots/582/582214c3894b0870e66a2b4cb0956290.jpg,2006-10-01,0.0
Xenoblade,747958,Xenovade,xenovade,https://media.rawg.io/media/screenshots/399/3996ed5020427f15d741b74e057b8daa.jpg,2022-02-25,0.0
Xenoblade,427945,Xenovaders,xenovaders,https://media.rawg.io/media/screenshots/9ef/9efc6887cff50bcf485a3be1587cbda9.jpg,2020-04-10,0.0
Xenoblade,394304,XENOBLOB,xenoblob,https://media.rawg.io/media/screenshots/3a4/3a4f7b78c86710f5c204c9715e614bcc.jpg,2019-11-22,0.0
Xenoblade,30334,XenoBall,xenoball,https://media.rawg.io/media/screenshots/103/1036971ede64c7034274f393742a840e.jpg,1995-01-01,0.0
Xenoblade,823627,ALIEN XENOBLASTER,alien-xenoblaster-2,https://media.rawg.io/media/screenshots/688/688b107ac8fe73bacc4b9f00e3d2367d.jpg,N/A,0.0
Xenoblade,44616,Xenoslaive Overdrive,xenoslaive-overdrive,https://media.rawg.io/media/screenshots/7f7/7f7052fc52b662f0d7d78e92675b4c91.jpg,2017-07-17,0.0
